GO.ID	Term	ontology	HOG	change	branch_p	p_raw	topGOresult	Significant	Expected	FoldEnrichment
GO:0006084	acetyl-CoA metabolic process	BP	N0.HOG0000639	2	0.000699837	0.02419	0.02419	1	0.0235341581495428	42.4914285714286
GO:0033227	dsRNA transport	BP	N0.HOG0000299	2	0.000699837	0.0261	0.0261	1	0.0254168908015062	39.3439153439154
GO:0001523	retinoid metabolic process	BP	N0.HOG0000101	6	0.00287406	0.02706	0.02706	1	0.0263582571274879	37.9387755102041
GO:0019432	triglyceride biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.02896	0.02896	1	0.0282409897794513	35.4095238095238
GO:0006369	termination of RNA polymerase II transcription	BP	N0.HOG0000101	6	0.00287406	0.03087	0.03087	1	0.0301237224314147	33.1964285714286
GO:0045540	regulation of cholesterol biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.03182	0.03182	1	0.0310650887573965	32.1904761904762
GO:0008610	lipid biosynthetic process	BP	N0.HOG0000058	3	0.000638988	0.0321	0.0321	3	0.414201183431953	7.24285714285714
GO:0008610	lipid biosynthetic process	BP	N0.HOG0000101	6	0.00287406	0.0321	0.0321	3	0.414201183431953	7.24285714285714
GO:0008610	lipid biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.0321	0.0321	3	0.414201183431953	7.24285714285714
GO:0046688	response to copper ion	BP	N0.HOG0000028	2	0.00774613	0.03467	0.03467	1	0.0338891877353416	29.5079365079365
GO:0000398	mRNA splicing, via spliceosome	BP	N0.HOG0000028	2	0.00774613	0.03726	0.03726	2	0.306885422270038	6.5170902716915
GO:0000398	mRNA splicing, via spliceosome	BP	N0.HOG0000101	6	0.00287406	0.03726	0.03726	2	0.306885422270038	6.5170902716915
GO:0007608	sensory perception of smell	BP	N0.HOG0000028	2	0.00774613	0.03731	0.03731	3	0.0828402366863906	36.2142857142857
GO:0007608	sensory perception of smell	BP	N0.HOG0000058	3	0.000638988	0.03731	0.03731	3	0.0828402366863906	36.2142857142857
GO:0007608	sensory perception of smell	BP	N0.HOG0000158	6	0.00447613	0.03731	0.03731	3	0.0828402366863906	36.2142857142857
GO:0034030	ribonucleoside bisphosphate biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.03846	0.03846	1	0.0376546530392684	26.5571428571429
GO:0034033	purine nucleoside bisphosphate biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.03846	0.03846	1	0.0376546530392684	26.5571428571429
GO:0032835	glomerulus development	BP	N0.HOG0000299	2	0.000699837	0.0394	0.0394	1	0.0385960193652501	25.9094076655052
GO:0006099	tricarboxylic acid cycle	BP	N0.HOG0000158	6	0.00447613	0.04035	0.04035	1	0.0395373856912318	25.2925170068027
GO:0006301	postreplication repair	BP	N0.HOG0000101	6	0.00287406	0.04129	0.04129	1	0.0404787520172136	24.7043189368771
GO:0035010	encapsulation of foreign target	BP	N0.HOG0000158	6	0.00447613	0.04129	0.04129	1	0.0404787520172136	24.7043189368771
GO:0003382	epithelial cell morphogenesis	BP	N0.HOG0000058	3	0.000638988	0.04223	0.04223	1	0.0414201183431953	24.1428571428571
GO:0006334	nucleosome assembly	BP	N0.HOG0000103	2	0.000699837	0.04223	0.04223	1	0.0414201183431953	24.1428571428571
GO:0006101	citrate metabolic process	BP	N0.HOG0000158	6	0.00447613	0.04317	0.04317	1	0.042361484669177	23.6063492063492
GO:0010172	embryonic body morphogenesis	BP	N0.HOG0000028	2	0.00774613	0.04317	0.04317	1	0.042361484669177	23.6063492063492
GO:0005977	glycogen metabolic process	BP	N0.HOG0000639	2	0.000699837	0.06092	0.06092	1	0.0602474448628295	16.5982142857143
GO:0050830	defense response to Gram-positive bacterium	BP	N0.HOG0000101	6	0.00287406	0.07198	0.07198	1	0.07154384077461	13.9774436090226
GO:0016999	antibiotic metabolic process	BP	N0.HOG0000158	6	0.00447613	0.07747	0.07747	1	0.0771920387305003	12.9547038327526
GO:0030879	mammary gland development	BP	N0.HOG0000639	2	0.000699837	0.07838	0.07838	1	0.078133405056482	12.7986230636833
GO:0051291	protein heterooligomerization	BP	N0.HOG0000028	2	0.00774613	0.07838	0.07838	1	0.078133405056482	12.7986230636833
GO:0031124	mRNA 3'-end processing	BP	N0.HOG0000101	6	0.00287406	0.09016	0.09016	1	0.0903711672942442	11.0654761904762
GO:0072347	response to anesthetic	BP	N0.HOG0000158	6	0.00447613	0.09196	0.09196	1	0.0922538999462076	10.8396501457726
GO:0051262	protein tetramerization	BP	N0.HOG0000028	2	0.00774613	0.09286	0.09286	1	0.0931952662721894	10.7301587301587
GO:0006406	mRNA export from nucleus	BP	N0.HOG0000101	6	0.00287406	0.09556	0.09556	1	0.0960193652501345	10.4145658263305
GO:0030703	eggshell formation	BP	N0.HOG0000101	6	0.00287406	0.10093	0.10093	1	0.101667563206025	9.83597883597884
GO:0030431	sleep	BP	N0.HOG0000101	6	0.00287406	0.10449	0.10449	1	0.105433028509952	9.48469387755102
GO:0040025	vulval development	BP	N0.HOG0000028	2	0.00774613	0.10716	0.10716	1	0.108257127487897	9.23726708074534
GO:0071166	ribonucleoprotein complex localization	BP	N0.HOG0000101	6	0.00287406	0.11158	0.11158	1	0.112963959117805	8.85238095238095
GO:0042048	olfactory behavior	BP	N0.HOG0000158	6	0.00447613	0.11687	0.11687	1	0.118612157073696	8.43083900226757
GO:0007275	multicellular organism development	BP	N0.HOG0000028	2	0.00774613	0.1218	0.1218	6	3.44540075309306	1.74145199063232
GO:0007275	multicellular organism development	BP	N0.HOG0000058	3	0.000638988	0.1218	0.1218	6	3.44540075309306	1.74145199063232
GO:0007275	multicellular organism development	BP	N0.HOG0000101	6	0.00287406	0.1218	0.1218	6	3.44540075309306	1.74145199063232
GO:0007275	multicellular organism development	BP	N0.HOG0000158	6	0.00447613	0.1218	0.1218	6	3.44540075309306	1.74145199063232
GO:0007275	multicellular organism development	BP	N0.HOG0000299	2	0.000699837	0.1218	0.1218	6	3.44540075309306	1.74145199063232
GO:0007275	multicellular organism development	BP	N0.HOG0000639	2	0.000699837	0.1218	0.1218	6	3.44540075309306	1.74145199063232
GO:0018991	egg-laying behavior	BP	N0.HOG0000028	2	0.00774613	0.12736	0.12736	1	0.129908552985476	7.69772256728778
GO:0042180	ketone metabolic process	BP	N0.HOG0000101	6	0.00287406	0.13516	0.13516	1	0.138380849919311	7.22643343051506
GO:0045814	negative regulation of gene expression, epigenetic	BP	N0.HOG0000103	2	0.000699837	0.1429	0.1429	1	0.146853146853147	6.80952380952381
GO:0006611	protein export from nucleus	BP	N0.HOG0000101	6	0.00287406	0.14717	0.14717	1	0.151559978483055	6.5980479148181
GO:0008356	asymmetric cell division	BP	N0.HOG0000101	6	0.00287406	0.14803	0.14803	1	0.152501344809037	6.55731922398589
GO:0009152	purine ribonucleotide biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.14803	0.14803	1	0.152501344809037	6.55731922398589
GO:0007618	mating	BP	N0.HOG0000101	6	0.00287406	0.1582	0.1582	1	0.163797740720818	6.10509031198686
GO:0007281	germ cell development	BP	N0.HOG0000028	2	0.00774613	0.16763	0.16763	2	0.859467455621302	2.32702237521515
GO:0007281	germ cell development	BP	N0.HOG0000101	6	0.00287406	0.16763	0.16763	2	0.859467455621302	2.32702237521515
GO:0009167	purine ribonucleoside monophosphate metabolic process	BP	N0.HOG0000158	6	0.00447613	0.1691	0.1691	1	0.17603550295858	5.68067226890756
GO:0046034	ATP metabolic process	BP	N0.HOG0000158	6	0.00447613	0.18071	0.18071	1	0.189214631522324	5.28500355366027
GO:0071103	DNA conformation change	BP	N0.HOG0000103	2	0.000699837	0.18071	0.18071	1	0.189214631522324	5.28500355366027
GO:0098656	monoatomic anion transmembrane transport	BP	N0.HOG0000058	3	0.000638988	0.18071	0.18071	1	0.189214631522324	5.28500355366027
GO:0001525	angiogenesis	BP	N0.HOG0000299	2	0.000699837	0.18646	0.18646	1	0.195804195804196	5.10714285714286
GO:0031503	protein-containing complex localization	BP	N0.HOG0000101	6	0.00287406	0.20351	0.20351	1	0.215572888649812	4.63880224578915
GO:0035264	multicellular organism growth	BP	N0.HOG0000028	2	0.00774613	0.2147	0.2147	1	0.228752017213556	4.37154614932393
GO:0001655	urogenital system development	BP	N0.HOG0000299	2	0.000699837	0.24287	0.24287	1	0.262641204948897	3.80747567844342
GO:0032103	positive regulation of response to external stimulus	BP	N0.HOG0000639	2	0.000699837	0.24287	0.24287	1	0.262641204948897	3.80747567844342
GO:0008340	determination of adult lifespan	BP	N0.HOG0000158	6	0.00447613	0.27686	0.27686	1	0.305002689618074	3.27865961199295
GO:0031667	response to nutrient levels	BP	N0.HOG0000058	3	0.000638988	0.29752	0.29752	2	0.420790747713825	4.75295621604346
GO:0031667	response to nutrient levels	BP	N0.HOG0000639	2	0.000699837	0.29752	0.29752	2	0.420790747713825	4.75295621604346
GO:0048534	hematopoietic or lymphoid organ development	BP	N0.HOG0000639	2	0.000699837	0.36184	0.36184	1	0.418908015061861	2.38715890850722
GO:0007283	spermatogenesis	BP	N0.HOG0000101	6	0.00287406	0.38282	0.38282	1	0.449031737493276	2.22701407607068
GO:0060255	regulation of macromolecule metabolic process	BP	N0.HOG0000058	3	0.000638988	0.38647	0.38647	2	2.87869822485207	0.694758478931141
GO:0060255	regulation of macromolecule metabolic process	BP	N0.HOG0000103	2	0.000699837	0.38647	0.38647	2	2.87869822485207	0.694758478931141
GO:0032870	cellular response to hormone stimulus	BP	N0.HOG0000058	3	0.000638988	0.40196	0.40196	1	0.477272727272727	2.0952380952381
GO:0048598	embryonic morphogenesis	BP	N0.HOG0000028	2	0.00774613	0.42238	0.42238	2	0.627891339429801	3.18526451060184
GO:0048598	embryonic morphogenesis	BP	N0.HOG0000101	6	0.00287406	0.42238	0.42238	2	0.627891339429801	3.18526451060184
GO:0009605	response to external stimulus	BP	N0.HOG0000058	3	0.000638988	0.48938	0.48938	3	1.61161915008069	1.86148197596796
GO:0009605	response to external stimulus	BP	N0.HOG0000101	6	0.00287406	0.48938	0.48938	3	1.61161915008069	1.86148197596796
GO:0009605	response to external stimulus	BP	N0.HOG0000639	2	0.000699837	0.48938	0.48938	3	1.61161915008069	1.86148197596796
GO:0051674	localization of cell	BP	N0.HOG0000299	2	0.000699837	0.51491	0.51491	1	0.661780527165143	1.5110749847592
GO:0045892	negative regulation of DNA-templated transcription	BP	N0.HOG0000103	2	0.000699837	0.55251	0.55251	1	0.731441635287789	1.3671630814488
GO:0016477	cell migration	BP	N0.HOG0000299	2	0.000699837	0.58253	0.58253	1	0.790747713824637	1.26462585034014
GO:0007267	cell-cell signaling	BP	N0.HOG0000299	2	0.000699837	0.58667	0.58667	1	0.799220010758472	1.25121992259801
GO:0032989	cellular anatomical entity morphogenesis	BP	N0.HOG0000058	3	0.000638988	0.64874	0.64874	1	0.93571812802582	1.06869790169589
GO:0015833	peptide transport	BP	N0.HOG0000101	6	0.00287406	0.67348	0.67348	1	0.99596557288865	1.00405076964623
GO:0044703	multi-organism reproductive process	BP	N0.HOG0000028	2	0.00774613	0.68938	0.68938	2	1.32826788596019	1.50572036043333
GO:0044703	multi-organism reproductive process	BP	N0.HOG0000101	6	0.00287406	0.68938	0.68938	2	1.32826788596019	1.50572036043333
GO:0016310	phosphorylation	BP	N0.HOG0000158	6	0.00447613	0.71185	0.71185	1	1.09763313609467	0.911051212938005
GO:0008283	cell population proliferation	BP	N0.HOG0000299	2	0.000699837	0.72601	0.72601	1	1.13811188811189	0.878648233486943
GO:0065008	regulation of biological quality	BP	N0.HOG0000028	2	0.00774613	0.75639	0.75639	4	2.25927918235611	1.77047619047619
GO:0065008	regulation of biological quality	BP	N0.HOG0000058	3	0.000638988	0.75639	0.75639	4	2.25927918235611	1.77047619047619
GO:0065008	regulation of biological quality	BP	N0.HOG0000299	2	0.000699837	0.75639	0.75639	4	2.25927918235611	1.77047619047619
GO:0065008	regulation of biological quality	BP	N0.HOG0000639	2	0.000699837	0.75639	0.75639	4	2.25927918235611	1.77047619047619
GO:0048731	system development	BP	N0.HOG0000028	2	0.00774613	0.76227	0.76227	4	2.85516406670253	1.40097027930856
GO:0048731	system development	BP	N0.HOG0000058	3	0.000638988	0.76227	0.76227	4	2.85516406670253	1.40097027930856
GO:0048731	system development	BP	N0.HOG0000299	2	0.000699837	0.76227	0.76227	4	2.85516406670253	1.40097027930856
GO:0048731	system development	BP	N0.HOG0000639	2	0.000699837	0.76227	0.76227	4	2.85516406670253	1.40097027930856
GO:0040011	locomotion	BP	N0.HOG0000299	2	0.000699837	0.78168	0.78168	1	1.31697149004841	0.759317880118452
GO:0007165	signal transduction	BP	N0.HOG0000028	2	0.00774613	0.79044	0.79044	2	2.45884884346423	0.8133887551958
GO:0007165	signal transduction	BP	N0.HOG0000158	6	0.00447613	0.79044	0.79044	2	2.45884884346423	0.8133887551958
GO:0009893	positive regulation of metabolic process	BP	N0.HOG0000639	2	0.000699837	0.90582	0.90582	1	1.93074233458849	0.51793550184579
GO:0000041	transition metal ion transport	BP	N0.HOG0000028	2	0.00774613	1	1	1	0.0668370091447015	14.9617706237425
GO:0000280	nuclear division	BP	N0.HOG0000101	6	0.00287406	1	1	1	0.474448628294782	2.10770975056689
GO:0000375	RNA splicing, via transesterification reactions	BP	N0.HOG0000028	2	0.00774613	1	1	2	0.308768154922001	6.47735191637631
GO:0000375	RNA splicing, via transesterification reactions	BP	N0.HOG0000101	6	0.00287406	1	1	2	0.308768154922001	6.47735191637631
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BP	N0.HOG0000028	2	0.00774613	1	1	2	0.306885422270038	6.5170902716915
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BP	N0.HOG0000101	6	0.00287406	1	1	2	0.306885422270038	6.5170902716915
GO:0000902	cell morphogenesis	BP	N0.HOG0000058	3	0.000638988	1	1	1	0.9573695535234	1.04452872594466
GO:0000910	cytokinesis	BP	N0.HOG0000101	6	0.00287406	1	1	1	0.191097364174287	5.2329345531316
GO:0001568	blood vessel development	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.305002689618074	3.27865961199295
GO:0001676	long-chain fatty acid metabolic process	BP	N0.HOG0000101	6	0.00287406	1	1	1	0.042361484669177	23.6063492063492
GO:0001822	kidney development	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.172270037654653	5.8048399687744
GO:0001885	endothelial cell development	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.0348305540613233	28.7104247104247
GO:0001944	vasculature development	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.328536847767617	3.04379860826852
GO:0001990	regulation of systemic arterial blood pressure by hormone	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.0160032275416891	62.4873949579832
GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.00470683162990855	212.457142857143
GO:0002002	regulation of angiotensin levels in blood	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.00470683162990855	212.457142857143
GO:0002064	epithelial cell development	BP	N0.HOG0000058	3	0.000638988	1	1	2	0.43491124260355	4.59863945578231
GO:0002064	epithelial cell development	BP	N0.HOG0000639	2	0.000699837	1	1	2	0.43491124260355	4.59863945578231
GO:0002119	nematode larval development	BP	N0.HOG0000028	2	0.00774613	1	1	1	0.303119956966111	3.29902395740905
GO:0002164	larval development	BP	N0.HOG0000028	2	0.00774613	1	1	1	0.435852608929532	2.29435359456958
GO:0002252	immune effector process	BP	N0.HOG0000158	6	0.00447613	1	1	1	0.499865519096288	2.00053806833468
GO:0002376	immune system process	BP	N0.HOG0000158	6	0.00447613	1	1	2	1.25201721355568	1.59742212674544
GO:0002376	immune system process	BP	N0.HOG0000639	2	0.000699837	1	1	2	1.25201721355568	1.59742212674544
GO:0002520	immune system development	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.447149004841313	2.23639097744361
GO:0002521	leukocyte differentiation	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.211807423345885	4.72126984126984
GO:0002573	myeloid leukocyte differentiation	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.0960193652501345	10.4145658263305
GO:0003006	developmental process involved in reproduction	BP	N0.HOG0000028	2	0.00774613	1	1	2	1.28778913394298	1.5530492898914
GO:0003006	developmental process involved in reproduction	BP	N0.HOG0000101	6	0.00287406	1	1	2	1.28778913394298	1.5530492898914
GO:0003008	system process	BP	N0.HOG0000028	2	0.00774613	1	1	5	1.12775685852609	4.43357977581684
GO:0003008	system process	BP	N0.HOG0000058	3	0.000638988	1	1	5	1.12775685852609	4.43357977581684
GO:0003008	system process	BP	N0.HOG0000101	6	0.00287406	1	1	5	1.12775685852609	4.43357977581684
GO:0003008	system process	BP	N0.HOG0000158	6	0.00447613	1	1	5	1.12775685852609	4.43357977581684
GO:0003008	system process	BP	N0.HOG0000299	2	0.000699837	1	1	5	1.12775685852609	4.43357977581684
GO:0003013	circulatory system process	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.233458848843464	4.28341013824885
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.0169445938676708	59.015873015873
GO:0003073	regulation of systemic arterial blood pressure	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.0385960193652501	25.9094076655052
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	BP	N0.HOG0000299	2	0.000699837	1	1	1	0.0103550295857988	96.5714285714286
GO:0003158	endothelium development	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.0743679397525551	13.4466546112116
GO:0005975	carbohydrate metabolic process	BP	N0.HOG0000058	3	0.000638988	1	1	2	0.306885422270038	6.5170902716915
GO:0005975	carbohydrate metabolic process	BP	N0.HOG0000639	2	0.000699837	1	1	2	0.306885422270038	6.5170902716915
GO:0005976	polysaccharide metabolic process	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.0753093060785369	13.2785714285714
GO:0006066	alcohol metabolic process	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.191097364174287	5.2329345531316
GO:0006082	organic acid metabolic process	BP	N0.HOG0000101	6	0.00287406	1	1	3	0.57235072619688	5.24154135338346
GO:0006082	organic acid metabolic process	BP	N0.HOG0000158	6	0.00447613	1	1	3	0.57235072619688	5.24154135338346
GO:0006082	organic acid metabolic process	BP	N0.HOG0000639	2	0.000699837	1	1	3	0.57235072619688	5.24154135338346
GO:0006091	generation of precursor metabolites and energy	BP	N0.HOG0000058	3	0.000638988	1	1	3	0.332302313071544	9.02792391744233
GO:0006091	generation of precursor metabolites and energy	BP	N0.HOG0000158	6	0.00447613	1	1	3	0.332302313071544	9.02792391744233
GO:0006091	generation of precursor metabolites and energy	BP	N0.HOG0000639	2	0.000699837	1	1	3	0.332302313071544	9.02792391744233
GO:0006098	pentose-phosphate shunt	BP	N0.HOG0000058	3	0.000638988	1	1	1	0.0112963959117805	88.5238095238095
GO:0006109	regulation of carbohydrate metabolic process	BP	N0.HOG0000058	3	0.000638988	1	1	1	0.111081226465842	9.00242130750605
GO:0006112	energy reserve metabolic process	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.0621301775147929	16.0952380952381
GO:0006119	oxidative phosphorylation	BP	N0.HOG0000158	6	0.00447613	1	1	1	0.111081226465842	9.00242130750605
GO:0006139	nucleobase-containing compound metabolic process	BP	N0.HOG0000028	2	0.00774613	1	1	6	2.9803657880581	2.0131757061637
GO:0006139	nucleobase-containing compound metabolic process	BP	N0.HOG0000058	3	0.000638988	1	1	6	2.9803657880581	2.0131757061637
GO:0006139	nucleobase-containing compound metabolic process	BP	N0.HOG0000101	6	0.00287406	1	1	6	2.9803657880581	2.0131757061637
GO:0006139	nucleobase-containing compound metabolic process	BP	N0.HOG0000103	2	0.000699837	1	1	6	2.9803657880581	2.0131757061637
GO:0006139	nucleobase-containing compound metabolic process	BP	N0.HOG0000158	6	0.00447613	1	1	6	2.9803657880581	2.0131757061637
GO:0006139	nucleobase-containing compound metabolic process	BP	N0.HOG0000639	2	0.000699837	1	1	6	2.9803657880581	2.0131757061637
GO:0006140	regulation of nucleotide metabolic process	BP	N0.HOG0000058	3	0.000638988	1	1	1	0.0687197417966649	14.5518590998043
GO:0006163	purine nucleotide metabolic process	BP	N0.HOG0000058	3	0.000638988	1	1	3	0.383136094674556	7.83011583011583
GO:0006163	purine nucleotide metabolic process	BP	N0.HOG0000158	6	0.00447613	1	1	3	0.383136094674556	7.83011583011583
GO:0006163	purine nucleotide metabolic process	BP	N0.HOG0000639	2	0.000699837	1	1	3	0.383136094674556	7.83011583011583
GO:0006164	purine nucleotide biosynthetic process	BP	N0.HOG0000639	2	0.000699837	1	1	1	0.169445938676708	5.9015873015873
GO:0006259	DNA metabolic process	BP	N0.HOG0000101	6	0.00287406	1	1	1	0.656132329209252	1.52408280385325
