gene_id	gene_name	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
LOC107063613	LOC107063613	5058.814	5062.902	5061.609	5048.604	5056.853	5050.617	5052.622	5051.476	5047.774	5043.145	5035.191	5059.904	5056.702	5035.051	5063.014	5062.984	5069.25	5039.78	5059.094	5045.463	5061.454	5034.67	5078.177	5074.392	5052.941	5050.055	5036.063	5068.207	5046.639	5053.262	5056.156	5056.238	5059.166	5038.845	5044.82	5060.953	5071.671	5058.301	5049.85	5062.303	5042.598	5058.076	5046.344	5039.494	5032.68	5049.113	5045.028	5035.496	5053.811	5039.336	5047.124	5041.003	5047.157	5039.98	5037.429	5043.296	5037.3	5038.387	5031.218	5042.629	5050.483	5053.601	5041.482	5042.276	5050.835	5031.46	5072.21	5073.098	5052.184	5056.379	5060.892	5069.465	5069.833	5044.217	5064.396	5054.356	5058.64
LOC107063614	LOC107063614	541.899	545.991	544.674	531.696	539.984	533.786	535.889	534.595	530.849	526.269	518.381	543.208	540.138	518.176	546.476	546.055	552.625	522.901	542.206	528.55	544.573	517.817	561.278	557.506	536.084	533.168	519.243	551.291	529.766	536.372	539.278	539.338	542.313	521.971	527.954	544.033	554.786	541.388	532.975	545.455	525.829	541.251	529.501	522.629	515.879	532.277	528.123	518.586	536.939	522.459	530.254	524.212	530.257	523.127	520.649	526.434	520.537	521.86	514.512	525.928	533.675	537.42	524.714	525.396	533.96	514.66	555.284	556.137	535.275	539.445	543.987	552.542	552.955	527.286	547.539	537.483	541.756
LOC107063615	LOC107063615	12732.1679671236	12540.0631849411	12591.3775466522	12758.402535544	12818.0512636598	12746.9230701458	12878.492827101	12798.4813399991	13145.427961476	12698.0653744525	12729.9089031333	12915.5739411217	12867.4424208665	12610.4180533392	12839.7016946526	12640.1904173149	12714.6074695038	12815.2031780951	12462.6771278298	12934.9472638933	12872.14387311	12916.5952275397	12799.6517481468	12997.4867880976	13426.8430300848	13046.2057465969	12798.2554325299	13537.1466906426	13206.3928853514	12926.0996963992	12903.7026111784	12843.7626395853	12844.4545687833	12390.2691602101	12842.4292169222	13570.6435849951	13734.2030358862	13569.1615529248	13042.5995900246	13764.6573665562	12688.368442494	12949.4975985166	12722.5708136996	12968.3008552558	12773.1218662609	12885.8439632635	12667.7198872277	12725.9922415131	13212.7499359921	12946.8803691497	12832.2263012316	12797.4600224088	12993.9020489829	12921.0769983015	12786.9025442012	12841.1266744868	12889.7575547831	12949.8852870802	12847.439222075	12900.4494371622	12807.6393001363	12801.403946512	12821.1398872965	13128.3714259351	12850.2539740001	12482.395424505	13602.2357176972	13574.6949468212	12865.6173447541	12883.4976233762	13362.497792014	12687.9512126588	12815.8028743296	12834.6770053023	12775.7259589215	12862.4316069213	12785.6709569744
LOC107063616	LOC107063616	640.877	644.97	643.661	630.672	638.935	632.736	634.802	633.563	629.831	625.231	617.326	642.138	639.045	617.133	645.418	645.047	651.554	621.872	641.17	627.523	643.536	616.783	660.266	656.46	635.03	632.139	618.176	650.272	628.713	635.34	638.232	638.323	641.285	620.926	626.919	643.012	653.768	640.365	631.929	644.417	624.743	640.209	628.459	621.592	614.839	631.226	627.09	617.561	635.897	621.419	629.211	623.175	629.228	622.085	619.593	625.392	619.491	620.784	613.437	624.865	632.62	636.277	623.665	624.356	632.925	613.643	654.272	655.125	634.254	638.424	642.956	651.526	651.906	626.271	646.5	636.44	640.73
LOC107063618	LOC107063618	1574.814	1567.01730818104	1577.609	1564.604	1572.853	1566.617	1567.01730818104	1567.476	1563.774	1559.145	1567.01730818104	1575.904	1572.702	1551.051	1579.014	1578.984	1567.01730818104	1555.78	1567.01730818104	1561.463	1577.454	1550.67	1594.177	1590.392	1568.941	1566.055	1552.063	1567.01730818104	1562.639	1569.262	1572.156	1572.238	1575.166	1554.845	1560.82	1567.01730818104	1587.671	1574.301	1565.85	1578.303	1558.598	1574.076	1562.344	1555.494	1548.68	1567.01730818104	1561.028	1551.496	1569.811	1555.336	1567.01730818104	1557.003	1563.157	1555.98	1553.429	1567.01730818104	1567.01730818104	1554.387	1567.01730818104	1558.629	1566.483	1567.01730818104	1567.01730818104	1558.276	1566.835	1547.46	1588.21	1589.098	1567.01730818104	1572.379	1567.01730818104	1567.01730818104	1585.833	1560.217	1580.396	1567.01730818104	1567.01730818104
LOC107063619	LOC107063619	1643.814	1647.902	1646.609	1633.604	1641.853	1635.617	1637.622	1636.476	1632.774	1628.145	1620.191	1644.904	1641.702	1620.051	1648.014	1647.984	1654.25	1624.78	1644.094	1630.463	1646.454	1619.67	1663.177	1659.392	1637.941	1635.055	1621.063	1636.23705158546	1631.639	1638.262	1641.156	1641.238	1644.166	1623.845	1629.82	1645.953	1656.671	1643.301	1634.85	1647.303	1627.598	1643.076	1631.344	1624.494	1617.68	1634.113	1630.028	1620.496	1638.811	1624.336	1632.124	1626.003	1632.157	1624.98	1622.429	1628.296	1622.3	1623.387	1616.218	1627.629	1635.483	1638.601	1626.482	1627.276	1635.835	1616.46	1657.21	1658.098	1637.184	1641.379	1645.892	1654.465	1654.833	1629.217	1649.396	1636.23705158546	1643.64
LOC107063620	LOC107063620	1775.814	1771.69587419621	1771.69587419621	1771.69587419621	1773.853	1767.617	1769.622	1771.69587419621	1771.69587419621	1760.145	1771.69587419621	1771.69587419621	1771.69587419621	1771.69587419621	1771.69587419621	1779.984	1771.69587419621	1756.78	1776.094	1771.69587419621	1778.454	1771.69587419621	1795.177	1791.392	1771.69587419621	1767.055	1771.69587419621	1785.207	1771.69587419621	1771.69587419621	1773.156	1771.69587419621	1771.69587419621	1771.69587419621	1771.69587419621	1777.953	1788.671	1775.301	1766.85	1779.303	1771.69587419621	1775.076	1763.344	1756.494	1749.68	1766.113	1762.028	1752.496	1771.69587419621	1771.69587419621	1771.69587419621	1758.003	1764.157	1756.98	1754.429	1771.69587419621	1771.69587419621	1771.69587419621	1771.69587419621	1771.69587419621	1771.69587419621	1770.601	1758.482	1771.69587419621	1767.835	1771.69587419621	1789.21	1790.098	1771.69587419621	1773.379	1777.892	1786.465	1786.833	1771.69587419621	1771.69587419621	1771.356	1771.69587419621
LOC107063621	LOC107063621	3486.814	3490.902	3489.609	3476.604	3484.853	3478.617	3480.622	3479.476	3475.774	3471.145	3463.191	3487.904	3484.702	3463.051	3491.014	3490.984	3497.25	3467.78	3487.094	3473.463	3489.454	3462.67	3506.177	3502.392	3480.941	3478.055	3464.063	3496.207	3474.639	3481.262	3484.156	3484.238	3487.166	3466.845	3472.82	3488.953	3499.671	3486.301	3477.85	3490.303	3470.598	3486.076	3474.344	3467.494	3460.68	3477.113	3473.028	3463.496	3481.811	3467.336	3475.124	3469.003	3475.157	3467.98	3465.429	3471.296	3465.3	3466.387	3459.218	3470.629	3478.483	3481.601	3469.482	3470.276	3478.835	3459.46	3500.21	3501.098	3480.184	3484.379	3488.892	3497.465	3497.833	3472.217	3492.396	3482.356	3486.64
LOC107063622	LOC107063622	3113.814	3117.902	3116.609	3103.604	3111.853	3105.617	3107.622	3106.476	3102.774	3098.145	3090.191	3114.904	3111.702	3090.051	3118.014	3117.984	3124.25	3094.78	3114.094	3100.463	3116.454	3089.67	3133.177	3129.392	3107.941	3105.055	3091.063	3123.207	3101.639	3108.262	3111.156	3111.238	3114.166	3093.845	3099.82	3115.953	3126.671	3113.301	3104.85	3117.303	3097.598	3113.076	3101.344	3094.494	3087.68	3104.113	3100.028	3090.496	3108.811	3094.336	3102.124	3096.003	3102.157	3094.98	3092.429	3098.296	3092.3	3093.387	3086.218	3097.629	3105.483	3108.601	3096.482	3097.276	3105.835	3086.46	3127.21	3128.098	3107.184	3111.379	3115.892	3124.465	3124.833	3099.217	3119.396	3109.356	3113.64
LOC107063623	LOC107063623	2854.814	2858.902	2857.609	2844.604	2852.853	2846.617	2848.622	2847.476	2843.774	2839.145	2831.191	2855.904	2852.702	2831.051	2859.014	2858.984	2865.25	2835.78	2855.094	2841.463	2857.454	2830.67	2874.177	2870.392	2848.941	2846.055	2832.063	2864.207	2842.639	2849.262	2852.156	2852.238	2855.166	2834.845	2840.82	2856.953	2867.671	2854.301	2845.85	2858.303	2838.598	2854.076	2842.344	2835.494	2828.68	2845.113	2841.028	2831.496	2849.811	2835.336	2843.124	2837.003	2843.157	2835.98	2833.429	2839.296	2833.3	2834.387	2827.218	2838.629	2846.483	2849.601	2837.482	2838.276	2846.835	2827.46	2868.21	2869.098	2848.184	2852.379	2856.892	2865.465	2865.833	2840.217	2860.396	2850.356	2854.64
