XR_007785296.1	LOC127072015	LOC127072015
XR_007785302.1	LOC127072015	LOC127072015
XR_007785301.1	LOC127072015	LOC127072015
XR_007785290.1	LOC127072015	LOC127072015
XR_007785300.1	LOC127072015	LOC127072015
XR_007785299.1	LOC127072015	LOC127072015
XR_007785289.1	LOC127072015	LOC127072015
XR_007785295.1	LOC127072015	LOC127072015
XR_007785293.1	LOC127072015	LOC127072015
XR_007785291.1	LOC127072015	LOC127072015
XR_007785288.1	LOC127072015	LOC127072015
XR_007785297.1	LOC127072015	LOC127072015
XR_007785294.1	LOC127072015	LOC127072015
XR_007785292.1	LOC127072015	LOC127072015
XR_007785298.1	LOC127072015	LOC127072015
XM_051011847.1	LOC127071962	LOC127071962
XM_051011876.1	LOC127071962	LOC127071962
XM_051011867.1	LOC127071962	LOC127071962
XM_051011887.1	LOC127071962	LOC127071962
XM_051011858.1	LOC127071962	LOC127071962
XR_007785263.1	LOC127071863	LOC127071863
XM_051011650.1	LOC127071863	LOC127071863
XM_051011641.1	LOC127071863	LOC127071863
XM_051011633.1	LOC127071863	LOC127071863
unassigned_transcript_1	Trnac-gca	Trnac-gca
XM_051011945.1	LOC127071981	LOC127071981
XM_051011713.1	LOC127071900	LOC127071900
XM_051011721.1	LOC127071900	LOC127071900
XM_051011734.1	LOC127071900	LOC127071900
XM_051011742.1	LOC127071900	LOC127071900
XM_051011727.1	LOC127071900	LOC127071900
XM_051011750.1	LOC127071900	LOC127071900
XR_007785285.1	LOC127071994	LOC127071994
XM_051011971.1	LOC127071994	LOC127071994
XR_007785268.1	LOC127071884	LOC127071884
XM_051011680.1	LOC127071884	LOC127071884
XM_051011702.1	LOC127071884	LOC127071884
XM_051011695.1	LOC127071884	LOC127071884
XR_007785303.1	LOC127072038	LOC127072038
XM_051011534.1	LOC127071815	LOC127071815
XM_051011523.1	LOC127071815	LOC127071815
XM_051011544.1	LOC127071815	LOC127071815
XM_051011552.1	LOC127071815	LOC127071815
XM_051011668.1	LOC127071878	LOC127071878
XM_051011566.1	LOC127071828	LOC127071828
XM_051011605.1	LOC127071828	LOC127071828
XM_051011574.1	LOC127071828	LOC127071828
XM_051011611.1	LOC127071828	LOC127071828
XM_051011620.1	LOC127071828	LOC127071828
XM_051011584.1	LOC127071828	LOC127071828
XM_051011601.1	LOC127071828	LOC127071828
XM_051011593.1	LOC127071828	LOC127071828
XR_007785305.1	LOC127072044	LOC127072044
XR_007785304.1	LOC127072044	LOC127072044
XM_051011958.1	LOC127071988	LOC127071988
XM_051011932.1	LOC127071971	LOC127071971
XM_051011910.1	LOC127071971	LOC127071971
XM_051011901.1	LOC127071971	LOC127071971
XM_051011921.1	LOC127071971	LOC127071971
XM_051011835.1	LOC127071953	LOC127071953
XM_051011995.1	LOC127072005	LOC127072005
XM_051011986.1	LOC127072005	LOC127072005
XM_051011794.1	LOC127071932	LOC127071932
XM_051011774.1	LOC127071932	LOC127071932
XM_051011813.1	LOC127071932	LOC127071932
XM_051011804.1	LOC127071932	LOC127071932
XM_051011764.1	LOC127071932	LOC127071932
XM_051011784.1	LOC127071932	LOC127071932
XM_051011823.1	LOC127071932	LOC127071932
XM_051007957.1	LOC127070209	LOC127070209
XM_051007956.1	LOC127070209	LOC127070209
XM_051007955.1	LOC127070209	LOC127070209
XM_051007954.1	LOC127070209	LOC127070209
XM_051004770.1	LOC127068483	LOC127068483
XM_051004751.1	LOC127068483	LOC127068483
XM_051004743.1	LOC127068483	LOC127068483
XM_051004760.1	LOC127068483	LOC127068483
XM_051004740.1	LOC127068483	LOC127068483
XM_051004822.1	LOC127068529	LOC127068529
XM_051004829.1	LOC127068529	LOC127068529
XM_051004814.1	LOC127068529	LOC127068529
XR_007782969.1	LOC127068548	LOC127068548
XM_051001135.1	LOC127066884	LOC127066884
XM_051004796.1	LOC127068505	LOC127068505
XM_051004787.1	LOC127068505	LOC127068505
XM_051004780.1	LOC127068505	LOC127068505
XM_051004805.1	LOC127068505	LOC127068505
XM_051001525.1	LOC127067046	LOC127067046
XM_051001547.1	LOC127067054	LOC127067054
XM_051001537.1	LOC127067054	LOC127067054
XM_051001567.1	LOC127067054	LOC127067054
XM_051001578.1	LOC127067054	LOC127067054
XM_051001557.1	LOC127067054	LOC127067054
XM_051001705.1	LOC127067119	LOC127067119
XM_051001696.1	LOC127067119	LOC127067119
XM_051001683.1	LOC127067111	LOC127067111
XM_051001148.1	LOC127066891	LOC127066891
XM_051001610.1	LOC127067079	LOC127067079
XM_051001619.1	LOC127067079	LOC127067079
XM_051001500.1	LOC127067035	LOC127067035
XM_051001717.1	LOC127067131	LOC127067131
XM_051001726.1	LOC127067131	LOC127067131
XM_051001490.1	LOC127067025	LOC127067025
XM_051001479.1	LOC127067025	LOC127067025
XM_051001469.1	LOC127067025	LOC127067025
XR_007782563.1	LOC127067140	LOC127067140
XM_051001587.1	LOC127067071	LOC127067071
XM_051001597.1	LOC127067071	LOC127067071
XM_051001514.1	LOC127067040	LOC127067040
XR_007782560.1	LOC127067095	LOC127067095
XM_051001636.1	LOC127067095	LOC127067095
XM_051001645.1	LOC127067095	LOC127067095
XM_051001667.1	LOC127067095	LOC127067095
XM_051001627.1	LOC127067095	LOC127067095
XM_051001656.1	LOC127067095	LOC127067095
XM_051008064.1	LOC127070305	LOC127070305
XM_051008075.1	LOC127070305	LOC127070305
XM_051008052.1	LOC127070296	LOC127070296
XM_051007984.1	LOC127070250	LOC127070250
XM_051007993.1	LOC127070250	LOC127070250
XM_051007983.1	LOC127070250	LOC127070250
XR_007784459.1	LOC127070308	LOC127070308
XM_051007971.1	LOC127070234	LOC127070234
XM_051007958.1	LOC127070234	LOC127070234
XM_051007962.1	LOC127070234	LOC127070234
XM_051008025.1	LOC127070269	LOC127070269
XM_051008021.1	LOC127070269	LOC127070269
XM_051008014.1	LOC127070269	LOC127070269
XM_051008005.1	LOC127070269	LOC127070269
XM_051008039.1	LOC127070291	LOC127070291
XM_051006142.1	LOC127069296	LOC127069296
XM_051006148.1	LOC127069296	LOC127069296
XM_051006086.1	LOC127069277	LOC127069277
XR_007783424.1	LOC127069258	LOC127069258
XR_007783448.1	LOC127069258	LOC127069258
XR_007783435.1	LOC127069258	LOC127069258
XR_007783446.1	LOC127069258	LOC127069258
XR_007783449.1	LOC127069258	LOC127069258
XR_007783453.1	LOC127069258	LOC127069258
XM_051006049.1	LOC127069258	LOC127069258
XM_051006072.1	LOC127069258	LOC127069258
XM_051006059.1	LOC127069258	LOC127069258
XM_051006200.1	LOC127069310	LOC127069310
XM_051006190.1	LOC127069310	LOC127069310
XM_051006182.1	LOC127069310	LOC127069310
XM_051006212.1	LOC127069325	LOC127069325
XM_051006101.1	LOC127069280	LOC127069280
XM_051006130.1	LOC127069290	LOC127069290
XM_051006115.1	LOC127069284	LOC127069284
XM_051006167.1	LOC127069306	LOC127069306
XM_051006157.1	LOC127069306	LOC127069306
XM_050996468.1	LOC127064785	LOC127064785
XM_050996381.1	LOC127064785	LOC127064785
XM_050993932.1	LOC127063760	LOC127063760
XM_050993922.1	LOC127063760	LOC127063760
XM_050993854.1	LOC127063736	LOC127063736
XM_050993500.1	LOC127063549	LOC127063549
XM_050993214.1	LOC127063411	LOC127063411
XM_050993195.1	LOC127063411	LOC127063411
XM_050993177.1	LOC127063411	LOC127063411
XM_050993184.1	LOC127063411	LOC127063411
XM_050993206.1	LOC127063411	LOC127063411
XM_050993580.1	LOC127063585	LOC127063585
XM_050993571.1	LOC127063585	LOC127063585
XR_007781434.1	LOC127063596	LOC127063596
XM_050993609.1	LOC127063596	LOC127063596
XM_050993617.1	LOC127063596	LOC127063596
XM_050993592.1	LOC127063596	LOC127063596
XM_050993616.1	LOC127063596	LOC127063596
XM_050993599.1	LOC127063596	LOC127063596
XM_050993891.1	LOC127063757	LOC127063757
XM_050993907.1	LOC127063758	LOC127063758
XM_050993946.1	LOC127063766	LOC127063766
XM_050993957.1	LOC127063774	LOC127063774
XR_007781447.1	LOC127063676	LOC127063676
XR_007781457.1	LOC127063676	LOC127063676
XM_050993768.1	LOC127063676	LOC127063676
